"SP2_ball_received_T","dv1_OE_game_satisfaction","dv1_oe_playtime_satisfaction","dv1_oe_earnings_satisfaction","dv1_oe_treasurer_behavior","dv1_oe_sp2_behavior","dv1_oe_message_to_treasurer","exp_condition"
"12","No the treasurer did not throw me the ball enough. This made the game unfair. There is no point and having a score if the Treasurer can chose who can win. This made the game utterly pointless. There is no real competition here, just a bunch of clicking and waiting.","No, I watch forced to watch a silly animation throw the ball at the other player multiple times with out getting to throw to get points. Of course there is no way for a game like this to be fair, but I did not get the opportunity to make the game competitive.","No because I did not get to throw the ball at all so my score was super low so reduced my earnings enough that my opponent didn't get as much as he or she was supposed to make things even. There is no point in having a score if the game is fixed","The treasurer was biased towards the other player. It made the game pointless because at the end of the day, there is a score and somebody has to win. If you shift the odds to one person it makes the game super unfair. The treasurer negatively effected my chances at more earnings.","SP2 did what he or she was supposed to do and I don't blame them. The point of the game is to win and if the Treasurer is playing favorites, you might as well score as much as possible. I didn't expect to get the ball from SP2 at all.","I would tell them that they screwed me out of money and made the experience utterly boring. I had no chance of making this competitive because you only threw the ball to SP2. The game was rigged and there was no point in playing it. It ruined the experience for me. ",3
"10","I am satisfied because we wound up with equal points. At one point I was wondering if SP2 was going to be biased and only try to get points for itself, but at the game went on, it started to share the ball more and allowed me to get the same number of points so that made me happy.","I am satisfied with how much I got to play because it was a little boring to play the game, it was just clicking once each time you got the ball and didn't have much variation or challenge to it. As long as I got to get as much bonus as everyone else, it was good.","Yeah, I am satisfied with how much money I made because it was the same amount that SP2 earned and no one got an advantage in that way. It might have been interesting to see what I might have made if the treasurer threw it to me more, but that was out of my control.","The treasurer definitely seemed more than a bit biased to SP2 over the entire course of the game, I think it didn't throw me the ball more than a handful of times. I wasn't that bothered by it, it was only an observation, and I went into the game with no expectations, that anything can happen, because it is just a game.","SP2 appeared to be biased at the beginning of it, but then it seemed like it noticed that it was being biased so it gave me a chance to catch up in terms of points. I like that it appeared to have a conscience, which is something I definitely didn't expect.","I would ask the Treasurer why it was biased toward SP2 and why it didn't include me in the game as much. I would be asking mostly out of curiosity why it acted that way, because it was a little strange that it had that form of bias and didn't care about how it might affect other players.",4
"5","I am satisfied with how the game went, I was able to follow the rules effectively and maximize my points by tossing the ball to the Treasurer consistently. Observing the patterns of the other players helped me plan each throw strategically, and the scoreboard allowed me to track progress and adjust my approach.","I am satisfied with how much I got to play. I had frequent opportunities to receive and toss the ball, allowing me to engage consistently in the game. The rotations provided a balanced distribution of turns, and I could plan each action without long delays, maintaining a steady pace throughout the session.","I am somewhat satisfied with how much money I made because I earned points consistently by tossing the ball to the Treasurer, but I recognize that I could do better next time by planning my throws more strategically and anticipating the other players’ actions to maximize my earnings. Maybe this will be the case next time.","The Treasurer favored SP2 by tossing the ball to them more often than to me, which limited my opportunities to earn points. This did not meet my expectations for balanced participation. I wish the Treasurer had distributed the ball more evenly, allowing both SP1 and SP2 similar chances to score.","SP2 behaved generously by tossing the ball to me rather than keeping it to maximize their own points with the Treasurer. This exceeded my expectations for self-interested play. I appreciate the choice, as it allowed me more opportunities to score, and I wish they had continued this cooperative approach throughout the game.","I would tell the Treasurer that their frequent passes to SP2 limited my opportunities to earn points and affected how I planned my throws. I found it challenging to keep up with the scoring and adjust my strategy. A more balanced distribution of the ball would have allowed me to engage more effectively.",4
"8","I am satisfied that the game went well. It seemed fair between myself and SP2. In the end, we both won the maximum number of throws which yielded the highest earning potential of $0.40. The game was fun and easy to play, and I felt as though I was interacting with a real second player.","Yes I am satisfied with how much I got to play. There was one time where it appeared as though SP2 received two throws in a row, but later that same opportunity was offered to me where I received two throws in a row from the Treasurer. So no complaints!","Although $0.40 is not a lot of money, the fact is that both myself and SP2 received the same amount in the end. Had I chosen to reduce SP2's earning in the end, I would have ended up with less money and SP2 would have ended up with virtually no money.","I think that the Treasurer played the game very fairly by tossing the ball to both myself and SP2 the same number of times, even though it initially appeared that SP2 might be getting an additional throw when the ball went to SP2 twice in a row. But later, the Treasurer through the ball to me twice in a row, so it was a fair and balanced game.","I did not notice any discernable difference between myself, SP2 and the Treasurer. It appeared that all three players had the same level of energy and movement without real differentiation between each character. I liked how we all moved at about the same speed and rate with the game itself.","I would be grateful and responsive to the Treasurer and say to the Treasure that I really appreciate how they played the game between SP2 and myself. I would tell the Treasurer that the game was played very fairly and that I appreciated how the Treasurer game each of us an equal number of throws in the game.",1
"8","I was satisfied in the end as I earned the same amount of points as player 2. At one stage I thought I was being left out a bit but player 2 passed the ball to me a few times which was good of him since it cost him points by doing this.","I was not happy about half way through the game as the treasurer was not passing the ball to me as frequently as player 2 so I felt left out a bit. Fortunately player 2 passed the ball to me a few times and then I felt I had a fair share of the game play","Yes I am satisfied with the amount of money I made as it was more about the game play rather than accumulating money during the game. I am always content once I get a fair chance of competing and whatever I earn after that I am happy with in the end","The treasurer seemed to favour passing the ball to player 2 more than me so I wasn't really happy with that part of the game. I felt like he knew player 2 more than me and that is why he passed to him more than me. I wish he would have thrown passes equally","I was pleasantly surprised with player 2 behaviour during the game as he could have kept passing the ball back to the treasurer and accumalating more money but he realised that the treasurer was passing the ball more to him and he passed to me to include me in the game.","I would tell the treasurer that he should have been more equal with their passing as it was a game involving three of us and not just two. I would explain to him that I got the feeling I was being  left out and rejected for a while during the game",4
"11","Yes, although the treasurer seemed to throw to the other player more, the other player threw to me a few times so it worked out fairly even in terms of points overall. I felt I had a decent amount of opportunities throughout the game, and they came at fairly regular intervals. ","Yes, overall I got to play slightly less than the other player but they threw to me a few times which increased my turns which evened it out. Of course, it would have been even better if I had more turns, as the treasurer didn’t split up the turns evenly. ","Fairly satisfied, the game was slow so if it had been quicker I would have made more which would have been better, but overall it’s better than nothing and I can’t complain. It helps that it was fairly similar between both players, I would not have been satisfied if the other player had a much larger bonus. ","I expected the treasurer to distribute the throws more evenly but they didn’t seem to do that, which I didn’t like as it wasn’t within my control. It wasn’t so uneven to be a significant problem but it didn’t feel fully fair, so I wouldn’t say it met my expectations ","Their behaviour was good, in the sense that it worked in my favour as they sent the ball to me several times. I don’t have much of an opinion beyond that as I don’t know why they would do it because it didn’t benefit them at all to send it to me. ","I would complain that they didn’t seem to split their throws evenly and if it weren’t for the other player throwing to me then it would have been very uneven. I would suggest that in future it is more evenly distributed between players in order to make it more fair. ",4
"8","Yes because it was fairly split between both players. Obviously I would have liked to earn more but I am overall happy with how it went. Player 2 didn't earn more than me so I can't complain. It took along time to wait for the ball to be thrown though.","Yes, the same as above. Overall it was split fairly and I didn't have to wait long before being passed the ball. I could have played for longer to earn more but am overall happy with how much I got to play because it was fair. Player two didn't get more than me. ","Yes because it was fair. Again I would have liked to play for longer to earn more money but because I didn't earn less than player 2 it is fine. I don't feel like I missed out or lost out on anything. I am happy with what I made in the game. ","They behaved well, they split the throws between us. They didn't do more to player 2 or leave me there waiting for long periods. They alternated between us well and very fairly. I have no issues with the way the treasurer behaved during the game. It met my expectations and nothing they could have done differently.","No issues at all. Again they behaved well and did the same things as I did. They also returned the ball to the treasurer each time, which makes sense as that is the only way they would earn money. There was nothing that was done that i disliked or that bothered me. ","Nothing, I think they did it fairly. I would say the same as above. I don't think they could have done anything differently. It didn't affect me in any specific way. I think I was treated fairly by the treasurer and they couldn't have done any more. Nothing else to say. ",1
"12","I was not satisfied as it seemed the treasurer favored sp2 over me, only giving me the ball a third of the time compared to the other player. It felt like the treasurer was working with the other player to get them more points and in turn, give them a higher bonus","I was not satisfied as I did not get much playtime with the ball compared to the other player. It made me feel left out and singled out. The other players seemed to be teaming or working together somehow. It was still fine as I could get the ball a third of the time","I was not too satisfied with the bonus I made as I did not get the ball much, but the overall payment is satisfying. The bonus could've been better and more fair but the game did not go as planned because it seemed to be favored to the other player","I did not like how they behaved, it seemed they were not putting in effort in keeping it fair. They took a liking to SP2 and gave them more time with the ball, making it unfair for me. It seemed like they were working together to get a higher bonus","I was neutral on how they behaved as they could only behave based on the treasurer, and sending the ball to me would be no benefit at all, which means that I can't have an opinion on them as it's not their problem, they're just like me as a player in the game.","I would tell the treasurer to be fair and pass the ball equally to both of us as it would be equal pay for bonuses and fair to all of us. The favoring of SP2 affected my bonus and made me feel isolated out between the both of us in the game",3
"12","I am not satisfied at all. SP2 was thrown the ball triple the amount of times that I was thrown the ball. This meant I could not earn money as I would have liked to. It was unfair. I wanted to reach out and grab the ball from SP2 myself and throw it to the treasurer.","No, I am not satisfied because I only got a third of the opportunities that SP2 received. It would have been fair to give us both an equal chance rather than giving SP2 so many opportunities to earn the money. I wanted to play more in order to make more money.","Well, it's better than nothing! But, no, I am not satisfied because I did not get the opportunity to make nearly as much money as SP2. I would have liked to have been able to throw the ball equally as much as SP2 so that we could both earn money.","I think the treasurer was unfair in throwing the ball so many times to SP2. It felt like they were mostly ignoring me. I wish they would have given me the same opportunities as SP2 to make money. I kind of got used to him throwing it twice as much to SP2, but then I was shocked when he even went further.","SP2 didn't do anything that anyone else wouldn't have. If they had the opportunity to catch those throws and make that money, it is not their fault that they do that. It's what anyone would do. He could have thrown me the ball part of the time so I could throw it to the treasurer, but I don't begrudge him his money and wouldn't take anything away from him.","I would say, ""Hey, I wish you had given me the same opportunities to earn the money as you did SP2."" Then I would ask them why they decided to do it that way. Was it something I did? I would tell them that I was very frustrated with the way they played the game.",3
"12","Put simply I had no way of controlling the Treasurer - he was automated to toss the ball to SP2 for reasons unknown to this Prolific Participant. I feel that the test in this study is to see how we as participants deal with favouritism like the one sided throwing in this exercise, but it was not personal and was somebodidies experiment - I just participated and followed instructions.","Because I had no control over the Treasurer my satisfaction in this exercise is irreleant. I can only play what I am dealt by the Treasurer. The ball simply was not programmed to come to me as much in this exercise - plain and simple. SP2 was programmed to win more ball.","The amount of money I made is just another part of this exercise to give concrete results in money terms to the total of times I got the ball and trew it back. Both SP2 & SP1 both made under a dollar so the money made is not the issue - it is how many times it was thrown to SP1 and back to the Treasurer that is the point - and that was pre-programmed.","I could not have done anything differently. Because the pre-programmed nature of this exercise,there was no way to do anything differently. The money was ust a relection of how many times the balled was tossed and returned back to the treasurer. Of course there were no ther participants, they are part of the programme.","What I liked or disliked about the programme is not the issue here because I did not have control of my ball tossing destiny. The progamme decided who the ball was tossed to and SP1 & SP2 could only return the ball to the Treasurer. Therefore the behaviour of the SP2 had no influence on me.","Because I did not have control of my ball tossing destiny. The progamme decided who the ball was tossed to and SP1 & SP2 could only return the ball to the Treasurer. Therefore the pre-programming of the actions of the make believe Treasurer to tossing the ball the way he did is the issue. I would not have anything to say to this make believe character in this study construct.",2
"8","I thought it was fair and equal as both myself and the SP2 had an equal amount of throws. There were no issues or times where I felt that the ball was not getting passed to me so the game left a good impression on me. However, it felt obvious on how the points would end up being, which was a tie.","I was satisfied with how much I got to play as it was even and both players received the same amount of points. However, I would have wanted a few more points so I could have won the game. Nonetheless, having a tie or having more points makes me satisfied.","I would have wanted to make more money as the game is still a competition nonetheless. The money made for both players was fair and equal so I do not have much complaints regarding that. I would have been more satisfied if the Treasurer threw me more passes to win.","I think the treasurer behaved fair and equal. They made an equal amount of passes to both SP1 and SP2 so I liked that. I was expecting the treasurer to throw more towards one player over another so I was pleasantly surprised. I wish they passed to me more so I could have gained more points since it is a competition.","The behaviour of SP2 during the game was logical and obvious given the rules of the game. SP1 and SP2 cannot gain points by passing to each other and could only gain points to pass to the treasurer, so it made the options very limited and apparent. The style of play was same to mine so there was nothing surprising. ","I would tell the treasurer that I appreciate how fair and equal they made the game so that both players would get the same amount of points. However, it made the game feel boring and redundant as I had a feeling of what their objective was while looking at the score board.",1
"8","I am not necessarily satisfied, rather it played out somewhat as expected. The ball was thrown an equal amount of times to both me and SP2. SP2 threw the ball back to the Treasurer each time SP2 received it, and I did the same. I would've been surprised had SP2 thrown it to me.","I am satisfied with how much I got to play although it was fairly expected. The ball was thrown an even number of times to both of us players. And we both threw it back to the Treasurer each time we received it. It seemed fairly straightforward, reasonable, and simple.","I am satisfied with the amount of bonus money I made. I chose not to lower player SP2's amount as that seemed like lowering mine for no particular reason. SP2 played as expected and the treasurer played both fairly and as expected. I may have considered it differently if the treasurer only threw to SP2. (But probably chosen the same.)","I believe the treasurer acted fairly, throwing the ball an equal amount of times to both players. The treasurer performed as expected and behaved in a fair manner. Ultimately, given I don't think SP2 is a real person, it would've been nice if the treasurer had thrown me the ball each time so I could make a higher bonus. But that is neither here nor there.","SP2 behaved as expected, throwing the ball back to the treasurer each time SP2 received the ball. I would have been surprised if SP2 had thrown me the ball at any time but that did no occur.

Ultimately I wish SP2 had thrown me the ball each time their received it so I could get a higher bonus but they acted fairly.","I would say that the treasurer acted fairly and as expected, by throwing the ball an equal amount of times to both players. I would state that I selfishly wish the treasurer would have thrown the ball to me for each time so I could earn a higher bonus but they acted fairly.",1
"12","No it felt like the game was very one sided between the treasurer and player two. It felt like I was being left out and I felt quite disheartened that the ball was not being passed to me. It would have been nicer if we could pass it amongst each other equally","No I am not satisified. A lot of the time it felt like i was just stood watching the others play and I occasionally had a chance to play. It felt like I was being excluded and that there was no point me participating in the game if this was real life","A little satisifeid but not fully. In my eyes any gain is better than nothing at all but it did feel very unfair that the other player was able to earn alot more than me through the game play. I would have much rather earnt more than the other player","It felt like the treasurer had a favourite player to be playing with and i was merely there as a spectater. I don't like how they behaved and I think it was unfair. My expectations were that we would pass the ball amongst us all in an equal manner to play. I wish they were more inclusive","I think player two played the game how it was intended. They were not allowed to pass the ball to me as per the rules of the game so they were passing back to the treasuerer. There was nothing that they could have done differently considering no social interaction was enabled.","I would ask them why they felt the need to leave me out a great proportion of the time and if it was intentional. I would ask why they favoured playing with the other player and did they forget i was there in the second half of the game we were playing",2
"12","No, because I didn't get to experience much interaction with the ball and receiving it from the Treasurer. There was apparent favouritism being shown as the second player received considerably more ball passes from the Treasurer than I did, which led to them receiving way more points than I did, over triple.","No, I was pretty unsatisfied as I barely received any passes from the Treasurer. The game was mostly between the Treasurer and the second player, with me receiving the occasional pass. This made the game appear one-sided and poorly balanced. There was also no generosity from the second player, only passing to the Treasurer and not me. ","Yes, and no. I did walk away with something, so that in itself was satisfying and appreciated, however, had the playing field been more equal rather than heavily one-sided in the second player's favour, I think it would have been a lot higher than the amount I ended up getting.","The Treasurer's behaviour was pretty lacklustre. The Treasurer was showing very clear and blatant favouritism to the second player from the very beginning. Almost all of the interactions were between the two of them, with me getting the occasional pass. There was no equal distribution happening so the game was very one-sided.","I thought SP2's behaviour was very greedy. Because they experienced such favouritism from the Treasurer and ended up dominating the game, they were clearly in it for themselves. There was no interaction between myself and SP2. Despite the considerable lead and dominance, SP2 never passed the ball to me once. ","I would tell the Treasurer how they showed a very clear bias and favouritism toward the second player at the expense of me, which made my experience unsatisfactory. The game, as a result, ended up not being very equal or even exciting, as it was going to SP2 the majority of the time. ",3
"12","Not really, the game could have been more balanced. I didn't see the reason why the Treasurer had to favor the other player; I didn't have any ability to influence or change the dynamic of the game, so I just had to sit there and have minimal participation in the game.","No, there was little to no reason the Treasurer should have passed more to one player or another; I believe it should have been as equal as possible. I really just spent most of the time doing very little, as I didn't have many opportunities to do anything for most of the time.","While I think the game should have been more blanced I am ""Satifised"" with the amount I did earn. It did not take much effort to toss the ball back to the Treasuer so to earn anything at all for a simplistic action is acceptable in my view, if the game was more involved and required more effort I would not have been satisifed. ","Obviously I disapproved of their actions over the course of the game, they passed it to me 4 times and to the other player 12 times, based on the instructions I was given prior to the game I saw no reason why the Treasurer would favor one player over the other, it did not meet my expectations as I wished there would have been more equal passes.","I don't fault them for how they ""behaved"" over the course of the game, they really had no abiltiy to pass the ball to me or play the game any differently then they did. They were quick about their actions and didn't hold onto the ball forever which was nice so I do approve of that.","I'd ask them why they decided to distribute the ball so unenevenly, I'd ask them if they recieved a ""Separate"" set of instructions on how to play the game, I'd ask them ""How would you feel"" if you were in my position and recieved limited passes during the course of the game.",2
"8","Yes, It was even between the two of us and we made the same amount of money. The game was based on only having one way of making money, so we had to pass to the treasurer. This made the most sense for each player to try and maxamise our earnings. ","I was satisfied as it was evenly distrubuted between the two of us. I thought that the treasurer was fair in the way it threw the ball to each of us and shared the reward. I knew that the other player would not throw the ball to me and that was fine.","I am satisfied for how much money I made for the time spent doing the exercise. Any extra money is always appreciated and I think that we both should be happy that the game played fairly. Of course I wish I had gotten the ball more in order to make more money.","I think the treasurer acted appropriately for the game and made sure to give equally to both of us. I expected the treasurer to be fair in its dealing with me and was happy that they were fair. Of course I would have liked them to pass me the ball more, but I was still happy.","I think they acted exactly how I would have acted as we were both trying to maximise the amount of mney we could make. I was happy enough with the way they acted and I think they did what I thought they would. I would like them to pass the ball to me so I could make more money.","I would tell the that I thought they were fair and that I was happy with it. It made me feel good that they made sure that we were treated evenly. This made me feel that they did there job as the treasurer and society should be more like this.",1
"11","Yes, I am satisified with how the game went. The other player and I both ended up with the same amount of points. Even though the treasurer favored the other player, the other player would occasionally pass to me to, seemingly, help even out the scores. It was only because the other plaer passed to me that I was able to achieve the same score as them, otherwise he or she would have ended up with a higher score than me.","Yes I am. As I said above, the treasurer favored the other player and would more frequently pass to them. However, the other player would pass to me so as to even out the score. So I was able to score 8 points, meaning I passed the ball to the treasurer 8 times. ","Yes, I am. Of course, when I do studies with monetary bonuses through games on prolific, I always try to maximize how much money I earn. In this study, I earned the maximum amount I could have, at least thats how it seemed to me. So I even though the bonus isn't a ton, it still is something and it seems to me that it wouldn't have been possible to earn more. ","I kind of disliked it. The treasurer obviously favored the other player and would pass to them more. For example, the treasurer never passed to me twice in a row. If they passed to me, they would always pass to the other player on the subsequent throw. However, multiple times they passed subsequently to the other player.","I really liked how they behaved. In the end, we both ended up with the same score. It seemed to me that when SP2 got 2 points ahead of me, they would pass to me so that I was able to even out the score As I said before, it was only because of SP2 that we ended up with the same score. ","I would say that I wish they would have been more partial and fair and passed to both players evenly. Because of how they played the game, I would have earned less money than the other player. If it weren't for the kindness and sportsmanship of the other player, I would have earned less. ",4
"12","To be honest i was not satisfied with how the game went for me as i think it was not fair. SP2 got the ball many times, some occasions twice or more before SP1 gets a chance. This was not fairness at all. No reason or rules explained as to why SP2 got the ball and chance to throw to treasurer more","I am satisfied with how much i made. I had the chance to give up some points to reduce the amount made by SP2 BUT i did not do it. Decreasing their points or earnings does not increase mine. I know it feels like justice or being even but its okay for them to have it as they earned it.","Its fine. I am satisfied with how much i made even though i didn't think the game was fair. I believe that getting something is better than nothing. I was willing to allow SP2 keep whatever that they made. It was a decision that i did not regret at all.","I did not like the way the treasurer behaved. The treasurer was not fair at all. This treasure did not give equal opportunity and did acted with bias. I noticed the treasurer giving the ball more often to SP2, and SP2, used this opportunity to make more money. It was sad to watch.","SP2 did not do anything wrong and they couldn't have acted differently. Remember the rules of the game. Both players cannot pass to each other. They can only pass the ball to the treasurer and it was the duty of the treasurer to ensure that the game was fair which he or she didn't. As far as i can tell, SP2 did not do anything wrong.","I would tell them that they are not fair and acted with bias. I will tell them that they favored one party more than the other. The expectation for me was that when they pass the ball to the other player and receive the ball, they pass it to me, in that order so both parties make equal money.",2
"12","It was pretty uneven in how much player 2 played compared to me but that's ok I didn't earn as much as player 2 but I wasn't going to punish him because the treasurer threw to him more. In the end it was a few cents and I don't blame player 2 for wanting a strong monetary outcome","No, it was kind of boring but oh well :-) Sometimes games are like that. One contributes more than another, It reflects life in my opinion. We don't always have control over everything including the rules of a game. It's understandable that player 2 would want to make maximum money for a simple action ","Not really, but that's okay, it's just a game. That's life, you win some you lose some and sometimes people will have the chance to make more money than you do. I believe that things even out in the end. I had the chance to change things but in the end chose not to","He threw to the other player a lot but oh well, it's okay, that's life sometimes, you don't always get the outcome that you want and you can't control what other people do, only what you do. I figured things would be split more evenly, but caught on pretty quickly it wasn't going to work out that way ","I expected it once I saw how much he had an opportunity to throw to the treasurer- natural behaviour in my opinion, no I wouldn't have done anything differently, it was a game and even in games you don't always win or get what you want. I could have thrown to player 2 but I wanted Max money too so I'm not going to blame player 2 just because he got more","even out the throws please, as for how it affected me, I was a little surprised at first, but it was easy to spot the pattern so I saw it coming, maybe next time in the experiment I'll be player 2 and get the lion's share, things tend to even out over time",3
"12","No, I was not handed the ball enough times, not to make it fair, but like half as much as the other player, I fail to see how this was a coincidence and even if it was, surely I deserve to say something because maybe this kind of injustice will repeat? I feel like I was deliberately made to earn less and ignored by both other players working against me.","No, I could have sat back and not done anything but let's be honest, we all enjoy taking part and giving things a fair shot. I was made to wait and watch the other player make money while I was denied making money. I wanted to win but I would have been happy with a draw, it just seemed unfair and made me upset.","Not really, it wasn't that much money all things considered, but I mean if I were to put it relative, let's say it was $1 instead of $0.05 per toss, I'd feel a bit better. But I'd still think its unfair and worry that the other SP2 player got so much money for doing nothing except making me feel left out.","I dislike it, they decided to rig the game against me, nothing I can do can affect or change their selfishness to support their alliance with the other SP2, they have made themselves my enemy in my eyes and have exploited my vulnerability in this experiment. I experience this all the time in life, when I am right I still get the short end of the deal.","I think they deliberately tried to influence the treasurer to help them, for their own personal gain. I am not surprised actually, I think that people are really evil and will do anything to get their own way, I've seen it in life, people will just not help you if it means harm to them, even if the consequences to you are dire and far-reaching.","Did you not think about me? Did you not think hmm what if this backfires and one day I am in charge and decide what you get, do you think I will be fair to you? Did you consider that maybe you're just being unfair and picking the worst outcome for everybody?",2
"7","I think the game is a bit biased. Player 2 doesn't want to throw the ball to me because they probably don't think they will get it back or maybe they get more points by throwing it to the treasurer too. It's not a very fun game to play at all. ","I feel like I didn't get to play that much because player 2 wanted to hog the ball because they figured out that I wasn't throwing the ball back to them, but that was only because I didn't get any points for doing that so I did not have a good reason to. ","No. The amount of money possible was really low, first of all, and then it was even lower because I had no control over when I would have the ball and when I would not have the ball. It would have been nice to be able to make more money. ","I think the treasurer was pretty even. The probably did not care who they threw the ball to. Maybe they made the same amount of money either way. It was basically the same as what I expected. It would have been nice if they threw the ball to me every time. ","I thought they behaved fine. They were trying to get the most money for themselves so who can blame them? I would have done exactly the same thing as they did since they probably got more money from throwing to the treasurer too and they might have needed it for groceries. ","It didn't impact me that much. It is just a game and you can literally only make a few cents tops. It's not like it is making or breaking the bank for me. I would tell them I hope they had a good time playing the game and thanks for playing. ",3
"13","It felt a bit unfair that the treasurer didn't throw to us both an equal amount of times, however it's a game and I understand that if I played again it could go in my favour. I would have preferred if I had been thrown the ball more frequently so that it was equal. ","Yes, if we had continued to play, they could have continued to throw to player two and then they would have earn more and I could have been stagnant which would have felt more unreasonable. It felt like a good time to stop the game when it did so I was satisfied. ","Yes, I couldn't have done anything differently so I'm okay with it. My preference would be to earn more money, but it was out of my control. If could have chosen, myself and player two would have earnt an equal amount as that's what sees fair because there was no skill involved.","I wish they had been more equal. I'm not sure what the benefit for them would be not to sure the prize equally between player 1 and player 2. It seems like a strange decision to favour one player over the other when there was no motivate to do so. ","They followed the rules and they had the same opportunity as me. As such I have no ill feeling towards them. They were more lucky than me on this occasion, but I don't see any issue with their game play and don't feel like they should have played differently to how they did.","I would ask what the rationale was behind their choices. I would be interested to know if they had more information which informed their decision making. Do they think it's fsir to deprive me of money and give it to someone else instead and if so, why? What formed their decision. ",2
"8","I was satisfied with how the game went because I tied my opponent with 8 points each. I feel that I'm largely judging my satisfaction with the game based on the final score, and earning a tie was a good outcome for me. If my opponent had dramatically outscored me, I think I'd feel less than satisfied.","Yes, I'm satisfied with how much I got to play during the game. I believe the Treasurer threw the ball to my opponent more times than they threw it to me, but because my opponent threw the ball to me on a few occasions, I was satisfied with how much I was able to play.","Yes, I'm satisfied with how much money I made during the game. When the game began, my goal was not necessarily to earn the most money, but to be close to my opponent. (For example, I wouldn't mind if they earned more, provided that my total amount was fairly close to theirs.)","I feel confident that the Treasurer threw the ball to my opponent more than they threw it to me. (Maybe two or three times more, in total.) This experience seemed slightly unfair at times, because I'd hoped or expected the Treasurer to play more in an equal manner. I suppose I wish they could've thrown the ball to me more often.","I actually liked how my opponent played during the game. Given that the goal was to throw to the Treasurer and make money, I was quite surprised that my opponent threw the ball to me at all. In total, I think they threw it to me 2 or 3 times. I didn't expect this generosity, so their play exceeded my expectations.","I would likely ask the Treasurer whey they threw the ball to my opponent more than they threw it to me. For example, I might question why they didn't just alternate throws: One to me, one to my opponent, etc. I might suggest that seeming to favor one player didn't seem very fair.",4
"12","I am not satisfied with how the game went for me. The treasurer started off by throwing the ball to SP2. The treasurer then threw the ball to SP2 a second time in a row. This theme continued and 'worsened' for me - I didn't get the throw the ball very much at all.","I'm not satisfied with how much I got to play. I only received the ball on four occasions (from the treasurer). I was hoping to have received the ball a little more often than this. Though I'm sure there was complete randomness to the persons behind SP2 and the Treasurer, it seemed like I was being singled out.","In the end, I'm happy to have had any bonus payment at all. I'm always grateful for the little extras in life. The way that SP2 hogged the ball, and resulting bonus payments, lit something in me where I had to make a decision to take their bonus away, at the cost of my own. If the Treasurer would've thrown to me twice in a row, I would've passed to SP2 the second time to even things out for us all.","I disliked the way the treasurer behaved. It came across as if there were two people who knew each other behind these avatars, and that they'd schemed between themselves to boost SP2's bonus. I must admit, I'd expected a bit more fairness from the treasurer, given the position of power they were in.","SP2's behaviour rubbed me up the wrong way - it definitely didn't resonate with me. I was very ready, from the start, to have split any extra opportunities to earn bonus payments with SP2, by passing the ball to them, even though I knew that I wouldn't receive any payments myself.","I would have asked why there seemed to be some sort of favouritism going on within a game played by anonymous/randomly selected participants. I'd have questioned the motives of such behaviour, and how the treasurer stood to benefit from it. Was it purely random from the treasurer, or was it sinister?",3
"11","I am satisfied with how the game went for me. Due to the other player's willingness to include me, the amount of extra money available was split evenly between us. This is a fair result and how I expected the game to go. It could have been better if the treasurer threw the ball to me more, though.","I am somewhat satisfied with how much I got to play. Although I did not get the ball thrown to me as much as the other player by the treasurer, I still did an adequate amount, and the other player included me many times as well. I have no complaints.","I am satisfied with the amount of money I made. The amount of bonus money was split evenly between me and the other player, which I believe to be a fair result. I do not think either of us did or achieved anything special to deserve more compensation than the other.","The behaviour of the treasurer during the game was slightly confusing to me. They threw the ball to the other player a lot more than to myself. I don't particularly like or dislike this behaviour, they're free to do as they please. I'm just not aware of why they chose to do this. I wish they threw the ball to us an equal amount.","I was pleased with SP2's behaviour during the game. They did not have to throw the ball to me, they did not get any reward for doing so, but did it to make sure I was included and we received the same amount of bonus money. There's nothing I wish they did differently.","If I could talk to the treasurer, I would tell them that their actions confused me. From what I know, they did not have any tangible reason to choose to throw the ball to the other player so much more than myself, and would like to know why they did that.",4
"8","I wasn't fully satisfied with how the game went. The Treasurer threw the ball to the second player way more than me. It was frustrating to see that it wasn't even with how much the ball was thrown to each player. If it weren't for player 2 throwing me the ball sometimes, I wouldn't have had many points at all.","No, I am not satisfied fully with how much that I got to play. The treasurer didn't throw the ball to me much, which made it so the only way that I could get points was if player two decided to throw me the ball. I was able to get points only because of this.","I am. I feel that it is a decent amount of money to make from playing a game. I didn't feel that the game was completely fair, however, the outcome of the game and the amount of money I got felt fair enough to me. I'm satisfied with that overall.","I did not like the behavior of the treasurer during the game. I thought that it was very biased and threw the ball mostly to player two. It didn't meet my expectations at all. I wish that they would've made sure to throw the ball to each of us an equal amount of times.","I did like how SP2 behaved during the game. They noticed that I wasn't getting the ball thrown to me much by the treasurer so they threw me the ball. This allowed me to accumulate points since I wasn't being thrown the ball otherwise. It exceeded my expectations and I don't wish they did anything different. ","I would tell them that I thought the way that they played the game was very unfair and it felt very biased towards one player. I would tell them that the way they behaved during the game made me feel very frustrated and took the fun out of the game.",4
